show,axis,value,confidence,justification,model
The Agency,Interiority,6,low,"Fassbender's Martian carries much of the show through his suppressed inner conflict between duty and his relationship, giving real psychological access without being staged entirely inside one mind.",claude-opus-4-8
The Agency,Authorial Signature,4,low,"The Butterworths deliver a polished, controlled prestige look with cool muted palettes, but the craft stays largely invisible rather than announcing a distinctive auteur hand.",claude-opus-4-8
The Agency,Verisimilitude,7,medium,"Adapted from Le Bureau des Légendes, it leans on plausible spy tradecraft, dead drops, surveillance and agency procedure that feel researched and grounded rather than glamorized.",claude-opus-4-8
The Agency,Density,6,low,"Multiple concurrent operations, cover identities, and agency personnel require active tracking, but the show parcels out exposition enough to remain followable.",claude-opus-4-8
The Agency,Register,3,medium,"Performances and tone are deliberately cool and naturalistic, with Fassbender's contained restraint and an understated score keeping the emotional pitch flat despite life-or-death stakes.",claude-opus-4-8
Fauda,Propulsion,9,high,Each undercover raid produces a fresh vendetta or botched target that forces the next operation; Doron's pursuit of Abu Ahmad and later targets is a self-feeding cycle of retaliation that never idles.,claude-opus-4-8
Fauda,Scope,5,medium,"Geographically tight to the West Bank, Israel, and excursions to Gaza/Lebanon, but it canvasses two societies at once — the Israeli unit and Palestinian families/militant cells — giving real social breadth without continental scale.",claude-opus-4-8
Fauda,Institutional Sweep,4,medium,"The mista'arvim unit and Shin Bet exert constant pressure, but the show is about Doron's personal obsessions and the human cost on both sides, not the self-perpetuating logic of the security apparatus itself.",claude-opus-4-8
Fauda,Interiority,4,medium,"It humanizes fighters on both sides and lingers on Doron's guilt and Palestinian characters' motives, but the mode is largely external — we watch behavior and decisions more than inhabit a consciousness.",claude-opus-4-8
Fauda,Authorial Signature,4,medium,"Handheld, kinetic naturalism with documentary-style coverage; competent and intense but not a blind-recognizable auteur stamp.",claude-opus-4-8
Fauda,Verisimilitude,8,high,"Created by a former undercover operative and a journalist, with authentic Arabic and Hebrew dialogue and tradecraft, giving the raids and embeds a reported, lived-in feel.",claude-opus-4-8
Fauda,Density,6,medium,"Viewers must track two languages, multiple cells, and shifting allegiances across the unit and Palestinian families, but the plotting stays followable without heavy work.",claude-opus-4-8
Fauda,Register,5,medium,"Largely grounded and tense, but the recurring family melodrama, betrayals, and emotionally pitched confrontations push it above flat naturalism into moderate heightening.",claude-opus-4-8
Line of Duty,Propulsion,9,high,"Each interrogation scene and revelation (the identity of 'H', the bent officer of the series) detonates the next, and episodes routinely end on a cliffhanger that forces the next; the engine almost never idles.",claude-opus-4-8
Line of Duty,Scope,4,medium,"Largely confined to AC-12 and a single (unnamed) urban police force, with each series anatomising one corruption case rather than spanning many places or strata.",claude-opus-4-8
Line of Duty,Institutional Sweep,7,medium,"The show genuinely traces how police corruption perpetuates itself — cover-ups, the OCG's infiltration up the chain, and institutional self-protection are the real subject as much as the individual bent officers.",claude-opus-4-8
Line of Duty,Interiority,3,medium,"Almost entirely external — built around interrogations and observed behaviour, with little staging inside Steve, Kate, or Hastings's inner lives.",claude-opus-4-8
Line of Duty,Authorial Signature,4,medium,"Mercurio's signature long interrogation set-pieces give it a recognisable rhythm, but the overall visual grammar is conventional BBC procedural, not foregrounded auteur style.",claude-opus-4-8
Line of Duty,Verisimilitude,6,medium,"Dense, accurate-feeling police procedure and acronym soup (CHIS, UCO, Reg 15, ARV) lend real texture, though the cliffhanger plotting and serial-twist coincidences strain plausibility.",claude-opus-4-8
Line of Duty,Density,7,high,"The relentless acronyms, procedural jargon, and tangled web of cross-series names and conspiracies must be actively tracked, with little hand-holding for the casual viewer.",claude-opus-4-8
Line of Duty,Register,5,medium,"Mostly grounded and naturalistic, but the high-pitched interrogation confrontations and shock reveals push it toward heightened melodrama in the set-pieces.",claude-opus-4-8
Blue Lights,Propulsion,7,medium,"Each rookie's shift escalates into the next danger—Tommy's botched call, Grace's overstepped boundaries with the McIntyre family—and the looming threat from the drug gang and paramilitary informants keeps tightening toward the finale's violence.",claude-opus-4-8
Blue Lights,Scope,4,medium,"Confined to Belfast policing but spans several social strata—the PSNI district team, working-class estates, dissident republican networks and organized crime—without reaching beyond the city.",claude-opus-4-8
Blue Lights,Institutional Sweep,5,medium,"The PSNI's probationary system, MI5/Special Branch's manipulation of informants, and the sectarian constraints on policing share the stage as a machine, though the real focus stays on the three rookies' personal initiation.",claude-opus-4-8
Blue Lights,Interiority,5,medium,"We get real access to Grace's social-worker instincts and Tommy's anxiety and self-doubt, but the show mostly observes how the officers behave under pressure rather than staging itself inside a single mind.",claude-opus-4-8
Blue Lights,Authorial Signature,3,medium,"Shot in restrained handheld naturalism with no formal tricks; the craft is deliberately invisible, letting Belfast and the procedure speak.",claude-opus-4-8
Blue Lights,Verisimilitude,8,medium,"The patrol routines, radio chatter, the fraught geography of nationalist estates, and the post-Troubles policing politics feel researched and lived-in rather than glamorized.",claude-opus-4-8
Blue Lights,Density,5,medium,"Tracks several interlocking threads—the informant operation, the McIntyre drug network, the rookies' arcs—but cues the viewer enough that it stays followable without heavy work.",claude-opus-4-8
Blue Lights,Register,3,medium,"Even the life-or-death moments, like the shooting that ends the first season, are played in cool, understated naturalism rather than swelling melodrama.",claude-opus-4-8
Silo,Propulsion,2,high,"The show doles out mysteries in tiny crumbs—the meaning of the syndrome, the truth outside—stretching reveals across whole seasons rather than letting each scene escalate the next.",claude-opus-4-8
Silo,Scope,3,high,"The entire world is one buried silo; even the staircase and levels, though stratified, confine the action to a single enclosed structure with one community.",claude-opus-4-8
Silo,Institutional Sweep,4,medium,"The Silo's Pact, IT department, and Judicial exert real systemic pressure and the cover-up has its own logic, but the drama centers on Juliette's personal investigation rather than tracing the machine itself.",claude-opus-4-8
Silo,Interiority,4,medium,"We follow Juliette's grief and determination closely, but the show mostly observes her actions and the mystery externally rather than staging us inside her consciousness.",claude-opus-4-8
Silo,Authorial Signature,4,medium,"The grimy industrial production design and the recurring motif of the wall-screen view are distinctive, but the direction is otherwise conventional prestige-genre craft.",claude-opus-4-8
Silo,Verisimilitude,5,medium,"The mechanical, lived-in texture of the generator and crowded levels feels grounded, though the social and political workings of the silo remain schematic rather than richly reported.",claude-opus-4-8
Silo,Density,5,medium,"There are mysteries and factions to track—the relics, the Pact, the rebellion—but the show carefully reminds viewers of stakes rather than trusting them to hold everything unaided.",claude-opus-4-8
Silo,Register,3,medium,"Performances and tone are mostly restrained and muted, with grief and paranoia played cool rather than melodramatically heightened despite the life-or-death stakes.",claude-opus-4-8
Top Boy,Propulsion,7,medium,"The drug-trade plotting escalates through debts, turf disputes, and betrayals that compound — Dushane and Sully's choices keep tightening the noose, though some episodes pause to dwell on neighborhood life.",claude-opus-4-8
Top Boy,Scope,4,medium,"Largely confined to the Summerhouse estate and Hackney, though later seasons reach into county lines, Spanish drug suppliers, and gentrification politics, widening the social canvas modestly.",claude-opus-4-8
Top Boy,Institutional Sweep,4,medium,"The drug economy, gentrification, and housing pressures shape the characters, but the show is fundamentally about Dushane and Sully's relationship and fate rather than tracing a self-perpetuating system's logic.",claude-opus-4-8
Top Boy,Interiority,4,medium,"We observe Sully and Dushane's calculations and occasional vulnerability, but the show stays mostly external, watching behavior on the estate rather than staging itself inside a consciousness.",claude-opus-4-8
Top Boy,Authorial Signature,4,medium,"There's an atmospheric grime-scored mood and some moody cinematography of the estate, but the hand is mostly naturalistic and unobtrusive rather than a recognizable auteur stamp.",claude-opus-4-8
Top Boy,Verisimilitude,8,medium,"The London slang, estate textures, county-lines mechanics, and authentic casting make the world feel reported and lived-in rather than glamorized.",claude-opus-4-8
Top Boy,Density,5,medium,"Multiple crews, names, and slang require attention, but the central rivalry and plotting remain followable without heavy tracking.",claude-opus-4-8
Top Boy,Register,3,high,"Despite life-or-death stakes, performances are cool and naturalistic and violence is played flat without melodramatic heightening — grounded street realism in the Top Boy / We Own This City mode.",claude-opus-4-8
Severance,Propulsion,7,high,"The mystery-box structure compounds—each revelation about the severed floor (the wellness sessions, the map, Petey's defection) tightens the next question, and the season-one finale's overtime-contingency sequence is engineered as a relentless escalation.",claude-opus-4-8
Severance,Scope,3,high,"The world is confined almost entirely to Lumon's sterile severed floor and the snowbound town around it; the canvas is small by design, a single corporation and a handful of lives.",claude-opus-4-8
Severance,Institutional Sweep,6,medium,"Lumon functions as a self-perpetuating cult-corporation with its own logic—Kier worship, the Board, departmental rituals, the perks-and-punishments machinery—that the show traces as a subject in its own right, though Mark and the MDR team's personal stakes still share the stage.",claude-opus-4-8
Severance,Interiority,5,medium,"The innie/outie premise is literally about a divided consciousness and identity, so the show is staged around inner experience, yet it mostly observes the severed selves behaviorally rather than narrating their thoughts from within.",claude-opus-4-8
Severance,Authorial Signature,9,high,"The rubric's own test case: rigid symmetry, retro-modern production design, long sterile corridors and Ben Stiller's precisely composed framing make it instantly recognizable blind.",claude-opus-4-8
Severance,Verisimilitude,4,medium,"The Lumon world is deliberately surreal and uncanny—impossible architecture, anachronistic technology, fictionalized rituals—prioritizing dreamlike unreality over reported, lived-in texture.",claude-opus-4-8
Severance,Density,7,high,"It withholds explanation aggressively—the purpose of refining numbers, the meaning of the perpetuity wing, the names and factions are left for the viewer to assemble without hand-holding.",claude-opus-4-8
Severance,Register,4,high,"Despite its maximalist design, performances and tone are muted and deadpan—Mark's flat affect, the dry corporate euphemisms and clipped delivery keep the emotional pitch cool even as stakes rise.",claude-opus-4-8
Peaky Blinders,Propulsion,8,high,"Kinetic and momentum-forward, each episode charging toward the next confrontation as Tommy's schemes against the IRA, Italians, or Westminster keep escalating.",claude-opus-4-8
Peaky Blinders,Scope,7,high,"Expands from a Birmingham gang to London, the Soviet embassy plot, Westminster politics, and international racing and arms dealing.",claude-opus-4-8
Peaky Blinders,Institutional Sweep,5,medium,"The Shelby enterprise becomes quasi-institutional and the show gestures at the state and class structures, but Tommy's personal ascent, not the machine's logic, is the real subject.",claude-opus-4-8
Peaky Blinders,Interiority,4,medium,"There is some access to Tommy's trauma and ambition, but the dominant mode is external mythologizing of the Shelby legend rather than staging us inside a mind.",claude-opus-4-8
Peaky Blinders,Authorial Signature,7,high,"Highly recognizable hand — slow-motion struts, anachronistic Nick Cave and rock soundtrack, posed silhouettes against industrial sparks.",claude-opus-4-8
Peaky Blinders,Verisimilitude,3,high,"Mythologized and anachronistic; the immaculate tailoring, glamorized violence, and rock scoring favor swagger over researched, lived-in texture.",claude-opus-4-8
Peaky Blinders,Density,5,medium,Moderate demand; the plotting around shifting alliances is followable without much active tracking and exposition is generally provided.,claude-opus-4-8
Peaky Blinders,Register,9,high,"Operatic and maximalist — Cillian Murphy's brooding intensity, swelling music, and melodramatic family showdowns are pitched loud throughout.",claude-opus-4-8
The West Wing,Propulsion,6,medium,"The walk-and-talk pacing and ticking-clock crises (a military standoff, a vote count) create real drive, but the episodic structure means many installments resolve their own problem rather than detonating the next.",claude-opus-4-8
The West Wing,Scope,6,medium,"Confined largely to the West Wing's corridors and offices, but the canvas of issues is national and global — domestic policy, foreign crises, the press corps, Congress — giving broad social/political reach.",claude-opus-4-8
The West Wing,Institutional Sweep,5,medium,"The machinery of governance — how a bill moves, how the press is managed, how the Bartlet administration grinds through process — genuinely shares the stage, though the show ultimately romanticizes its idealistic staffers rather than tracing the institution's cold self-perpetuating logic.",claude-opus-4-8
The West Wing,Interiority,4,medium,"We track the characters mainly through their crackling external behavior and banter; Bartlet's MS denial and Josh's PTSD episode give occasional inner access, but the mode is observational.",claude-opus-4-8
The West Wing,Authorial Signature,7,high,"Sorkin's signature is unmistakable — rapid-fire overlapping dialogue, the roving steadicam walk-and-talks, and recurring rhetorical aria structures you'd recognize blind.",claude-opus-4-8
The West Wing,Verisimilitude,5,medium,"Policy detail and procedural texture are clearly researched, but the show presents an aspirational, idealized White House where staffers are unfailingly noble — glamour softening the lived-in realism.",claude-opus-4-8
The West Wing,Density,6,medium,"The fast policy-laden dialogue and rotating roster of legislative and diplomatic threads demand attention, though episodes are designed to remain followable without homework.",claude-opus-4-8
The West Wing,Register,6,medium,"Stirring speeches, swelling W.G. Snuffy Walden scores, and emotionally pitched climaxes like 'Two Cathedrals' push it well above naturalism into earnest, heightened idealism.",claude-opus-4-8
Person of Interest,Propulsion,6,medium,"Early seasons run on self-contained 'number of the week' cases that reset, but once the Machine-vs-Samaritan war ignites the show escalates relentlessly, each AI move forcing the next.",claude-opus-4-8
Person of Interest,Scope,6,medium,"Starts confined to NYC street-level cases but expands to a global surveillance grid, rival superintelligent AIs, and a covert federal apparatus (Decima, Northern Lights).",claude-opus-4-8
Person of Interest,Institutional Sweep,4,medium,"The surveillance state and government black-ops programs exert real pressure and the Machine/Samaritan have their own logic, but the drama stays centered on Finch and Reese's team rather than tracing a self-perpetuating institution.",claude-opus-4-8
Person of Interest,Interiority,4,medium,"Flashbacks unpack Finch's guilt and Reese's and Root's pasts, but the mode is mostly external action; we watch behavior more than we live inside a consciousness, despite the Machine's quasi-perspective.",claude-opus-4-8
Person of Interest,Authorial Signature,6,medium,"The recurring Machine-POV framing—color-coded threat boxes, surveillance-camera angles, ASCII readouts and clipped data overlays—is a distinctive, instantly recognizable formal device.",claude-opus-4-8
Person of Interest,Verisimilitude,4,medium,"The surveillance-tech premise is plausibly grounded in real NSA-style data collection, but the gunplay, Reese's superhuman competence, and glossy CBS procedural staging undercut a lived-in feel.",claude-opus-4-8
Person of Interest,Density,5,medium,"Episodic cases keep it accessible, but the deepening mythology—Machine origins, Samaritan, shifting identities and aliases under cover—demands real tracking in later seasons.",claude-opus-4-8
Person of Interest,Register,5,medium,"Largely cool and procedural in performance, but the AI-apocalypse stakes, swelling scores in finales, and Root's heightened zealotry push it to a moderate, occasionally operatic pitch.",claude-opus-4-8
Rome,Propulsion,7,medium,"The intertwined fates of Vorenus and Pullo riding the wave of Caesar's rise, Pompey's fall, and the civil wars keep events compounding, though the show is partly bound to history's timeline rather than purely scene-to-scene escalation.",claude-opus-4-8
Rome,Scope,8,high,"Spans Gaul, the city of Rome, Egypt and the Mediterranean across the Republic's collapse, and moves through every stratum from slaves and the Aventine collegia to senators and Cleopatra's court.",claude-opus-4-8
Rome,Institutional Sweep,5,medium,"The Senate, patronage networks, and the religious-political machinery of the Republic are genuinely present, but the drama is anchored to specific people (Vorenus, Pullo, Atia, Caesar) rather than tracing the institution's self-perpetuating logic.",claude-opus-4-8
Rome,Interiority,4,medium,"Largely observes behavior and scheming from the outside; we get some access to Vorenus's wounded honor and Atia's appetites, but the mode is external rather than staged inside a consciousness.",claude-opus-4-8
Rome,Authorial Signature,5,medium,"A strong production hand in the frescoed sets, street graffiti, and ritual detail, but the camera and storytelling grammar are largely conventional prestige-drama, not formally showy.",claude-opus-4-8
Rome,Verisimilitude,7,medium,"Praised for its researched texture — painted walls, the messy polytheist rituals, slave markets and the grime of the Subura — though some plotting leans into sensational melodrama.",claude-opus-4-8
Rome,Density,6,medium,"Requires tracking a large cast of historical figures, shifting Senate factions and alliances, but it provides enough narrative orientation that it never withholds like The Wire.",claude-opus-4-8
Rome,Register,7,medium,"Pitched fairly operatic — Atia's venomous scheming, lurid sex and violence, and heightened oratory and betrayal — though grounded enough by its texture to avoid the corny reading.",claude-opus-4-8
